pipeline_id,total_tasks,failed_task_count,retry_count,is_production,build_duration_min,pipeline_success,past_failures_5,failure_rate_10
pipe-okgtu,1,0,0,0,0.0,1,2.0,0.7
pipe-okjmm,1,0,0,0,0.0,1,1.0,0.7
pipe-oknyz,1,1,0,0,0.0,0,1.0,0.7
pipe-olcib,1,0,0,0,0.0,1,2.0,0.7
pipe-olnkc,1,0,0,0,0.0,1,1.0,0.7
pipe-oloqe,1,0,0,0,0.0,1,1.0,0.7
pipe-omkjt,1,1,0,0,0.0,0,1.0,0.8
pipe-omnjw,1,1,0,0,0.0,0,2.0,0.7
pipe-onliv,1,0,0,0,0.0,1,2.0,0.6
pipe-ooajg,1,0,0,0,0.0,1,2.0,0.7
pipe-opccl,1,0,0,0,0.0,1,2.0,0.7
pipe-oredz,1,0,0,0,0.0,1,2.0,0.7
pipe-oroad,1,0,0,0,0.0,1,1.0,0.7
pipe-otcfb,1,0,0,0,0.0,1,0.0,0.8
pipe-otuah,1,0,0,0,0.0,1,0.0,0.8
pipe-owueg,1,1,0,0,0.0,0,0.0,0.8
pipe-owzhp,1,0,0,0,0.0,1,1.0,0.7
pipe-oxhxh,1,0,0,0,0.0,1,1.0,0.8
pipe-oypjd,1,1,0,0,0.0,0,1.0,0.9
pipe-ozdma,1,0,0,0,0.0,1,2.0,0.8
pipe-oziki,1,0,0,0,0.0,1,2.0,0.8
pipe-pbknf,1,0,0,0,0.0,1,1.0,0.8
pipe-pbsut,1,0,0,0,0.0,1,1.0,0.8
pipe-pdxln,1,0,0,0,0.0,1,1.0,0.8
pipe-peqjr,1,0,0,0,0.0,1,0.0,0.8
pipe-pfnve,1,0,0,0,0.0,1,0.0,0.8
pipe-phphh,1,0,0,0,0.0,1,0.0,0.9
pipe-phtis,1,1,0,0,0.0,0,0.0,0.9
pipe-piaxl,1,0,0,0,0.0,1,1.0,0.8
pipe-pjeqy,1,0,0,0,0.0,1,1.0,0.9
pipe-pjhsi,1,1,0,0,0.0,0,1.0,0.9
pipe-pjkmx,1,0,0,0,0.0,1,2.0,0.8
pipe-pjyqa,1,0,0,0,0.0,1,2.0,0.8
pipe-pmnmj,1,0,0,0,0.0,1,1.0,0.8
pipe-pmzim,1,0,0,0,0.0,1,1.0,0.8
pipe-pnjvi,1,0,0,0,0.0,1,1.0,0.8
pipe-pnqtx,1,1,0,0,0.0,0,0.0,0.8
pipe-pnsho,1,0,0,0,0.0,1,1.0,0.7
pipe-pnvzk,1,0,0,0,0.0,1,1.0,0.8
pipe-pocpk,1,1,0,0,0.0,0,1.0,0.8
pipe-poqmu,1,0,0,0,0.0,1,2.0,0.7
pipe-pptgo,1,0,0,0,0.0,1,2.0,0.8
pipe-ppyfu,1,0,0,0,0.0,1,1.0,0.8
pipe-pqjpj,1,1,0,0,0.0,0,1.0,0.8
pipe-prymx,1,1,0,0,0.0,0,2.0,0.7
pipe-psshg,1,0,0,0,0.0,1,2.0,0.6
pipe-ptiaw,1,0,0,0,0.0,1,2.0,0.6
pipe-pulqz,1,1,0,0,0.0,0,2.0,0.7
pipe-puyme,1,0,0,0,0.0,1,3.0,0.6
pipe-pwfoh,1,0,0,0,0.0,1,2.0,0.6
pipe-pwjrh,1,0,0,0,0.0,1,1.0,0.7
pipe-pxctz,1,0,0,0,0.0,1,1.0,0.7
pipe-pzcyz,1,0,0,0,0.0,1,1.0,0.7
pipe-qakim,1,1,0,0,0.0,0,0.0,0.7
pipe-qbtej,1,0,0,0,0.0,1,1.0,0.7
pipe-qdawd,1,0,0,0,0.0,1,1.0,0.8
pipe-qeiww,1,0,0,0,0.0,1,1.0,0.8
pipe-qfljh,1,0,0,0,0.0,1,1.0,0.8
pipe-qgfuo,1,1,0,0,0.0,0,1.0,0.9
pipe-qgrrz,1,0,0,0,0.0,1,1.0,0.8
pipe-qhuxq,1,0,0,0,0.0,1,1.0,0.8
pipe-qjjzx,1,0,0,0,0.0,1,1.0,0.8
pipe-qligy,1,1,0,0,0.0,0,1.0,0.8
pipe-qqrdf,1,0,0,0,0.0,1,2.0,0.7
pipe-qqsqu,1,1,0,0,0.0,0,1.0,0.8
pipe-qrgzc,1,0,0,0,0.0,1,2.0,0.7
pipe-qrkbm,1,0,0,0,0.0,1,2.0,0.7
pipe-qrpxc,1,0,0,0,0.0,1,2.0,0.7
pipe-qtkmr,1,0,0,0,0.0,1,1.0,0.7
pipe-qufwq,1,0,0,0,0.0,1,1.0,0.8
pipe-qvajz,1,0,0,0,0.0,1,0.0,0.8
pipe-qvdxv,1,1,0,0,0.0,0,0.0,0.8
pipe-qvloy,1,1,0,0,0.0,0,1.0,0.7
pipe-qvsyn,1,0,0,0,0.0,1,2.0,0.7
pipe-qwjvk,1,1,0,0,0.0,0,2.0,0.7
pipe-qwnwl,1,0,0,0,0.0,1,3.0,0.7
pipe-qwqfx,1,0,0,0,0.0,1,3.0,0.7
pipe-qwwsk,1,0,0,0,0.0,1,2.0,0.7
pipe-qxkar,1,0,0,0,0.0,1,1.0,0.7
pipe-qyfzr,1,1,0,0,0.0,0,1.0,0.7
pipe-qzump,1,0,0,0,0.0,1,1.0,0.6
pipe-raeaf,1,1,0,0,0.0,0,1.0,0.6
pipe-raull,1,0,0,0,0.0,1,2.0,0.6
pipe-rbftg,1,1,0,0,0.0,0,2.0,0.7
pipe-rbjuv,1,0,0,0,0.0,1,3.0,0.6
pipe-rbqch,1,0,0,0,0.0,1,2.0,0.7
pipe-rcncg,1,0,0,0,0.0,1,2.0,0.7
pipe-rcnmi,1,0,0,0,0.0,1,1.0,0.7
pipe-rcolj,1,0,0,0,0.0,1,1.0,0.7
pipe-reolr,1,0,0,0,0.0,1,0.0,0.7
pipe-rgtit,1,0,0,0,0.0,1,0.0,0.8
pipe-rhxam,1,0,0,0,0.0,1,0.0,0.8
pipe-riamx,1,0,0,0,0.0,1,0.0,0.9
pipe-rjior,1,0,0,0,0.0,1,0.0,0.9
pipe-rkfte,1,0,0,0,0.0,1,0.0,1.0
pipe-rkwft,1,0,0,0,0.0,1,0.0,1.0
pipe-rlatm,1,0,0,0,0.0,1,0.0,1.0
pipe-rmalx,1,0,0,0,0.0,1,0.0,1.0
pipe-rmlqy,1,1,0,0,0.0,0,0.0,1.0
pipe-rojzq,1,0,0,0,0.0,1,1.0,0.9
pipe-rorwn,1,0,0,0,0.0,1,1.0,0.9
pipe-rppam,1,1,0,0,0.0,0,1.0,0.9
pipe-rqscx,1,0,0,0,0.0,1,2.0,0.8
pipe-rrbnc,1,0,0,0,0.0,1,2.0,0.8
pipe-rryir,1,1,0,0,0.0,0,1.0,0.8
pipe-rrzzy,1,0,0,0,0.0,1,2.0,0.7
pipe-rsghy,1,0,0,0,0.0,1,2.0,0.7
pipe-rsycf,1,0,0,0,0.0,1,1.0,0.7
pipe-rtnos,1,0,0,0,0.0,1,1.0,0.7
pipe-ruobm,1,0,0,0,0.0,1,1.0,0.8
pipe-rvaxw,1,0,0,0,0.0,1,0.0,0.8
pipe-rxnpr,1,0,0,0,0.0,1,0.0,0.8
pipe-rxvri,1,0,0,0,0.0,1,0.0,0.9
pipe-rykrn,1,0,0,0,0.0,1,0.0,0.9
pipe-rylyg,1,0,0,0,0.0,1,0.0,0.9
pipe-sbhdd,1,1,0,0,0.0,0,0.0,1.0
pipe-semyz,1,0,0,0,0.0,1,1.0,0.9
pipe-sfkeq,1,0,0,0,0.0,1,1.0,0.9
pipe-sfqkd,1,0,0,0,0.0,1,1.0,0.9
pipe-shati,1,0,0,0,0.0,1,1.0,0.9
pipe-shtdv,1,1,0,0,0.0,0,1.0,0.9
pipe-sjidg,1,0,0,0,0.0,1,1.0,0.8
pipe-sjvyk,1,0,0,0,0.0,1,1.0,0.8
pipe-skpdz,1,0,0,0,0.0,1,1.0,0.8
pipe-slgka,1,0,0,0,0.0,1,1.0,0.8
pipe-sryzv,1,0,0,0,0.0,1,1.0,0.8
pipe-sscko,1,0,0,0,0.0,1,0.0,0.9
pipe-stcqg,1,0,0,0,0.0,1,0.0,0.9
pipe-svmne,1,1,0,0,0.0,0,0.0,0.9
pipe-swaqr,1,0,0,0,0.0,1,1.0,0.8
pipe-swvor,1,0,0,0,0.0,1,1.0,0.8
pipe-sxksj,1,1,0,0,0.0,0,1.0,0.9
pipe-sxuqf,1,1,0,0,0.0,0,2.0,0.8
pipe-sygwv,1,0,0,0,0.0,1,3.0,0.7
pipe-syiep,1,0,0,0,0.0,1,2.0,0.7
pipe-tblbo,1,0,0,0,0.0,1,2.0,0.7
pipe-tbtaf,1,0,0,0,0.0,1,2.0,0.7
pipe-tciha,1,0,0,0,0.0,1,1.0,0.7
pipe-tclhw,1,1,0,0,0.0,0,0.0,0.7
pipe-tfzir,1,0,0,0,0.0,1,1.0,0.7
pipe-tgkxa,1,0,0,0,0.0,1,1.0,0.7
pipe-thxgy,1,0,0,0,0.0,1,1.0,0.7
pipe-tkqvz,1,0,0,0,0.0,1,1.0,0.8
pipe-tkumz,1,1,0,0,0.0,0,1.0,0.9
pipe-tkwsc,1,0,0,0,0.0,1,1.0,0.8
pipe-tnuwf,1,0,0,0,0.0,1,1.0,0.8
pipe-tpdip,1,0,0,0,0.0,1,1.0,0.8
pipe-tpkhi,1,1,0,0,0.0,0,1.0,0.8
pipe-trbue,1,0,0,0,0.0,1,2.0,0.7
pipe-trihm,1,0,0,0,0.0,1,1.0,0.8
pipe-trrkw,1,1,0,0,0.0,0,1.0,0.8
pipe-tscrr,1,0,0,0,0.0,1,2.0,0.7
pipe-tstpp,1,0,0,0,0.0,1,2.0,0.7
pipe-tsvdm,1,0,0,0,0.0,1,1.0,0.7
pipe-ttfas,1,0,0,0,0.0,1,1.0,0.8
pipe-ttqbr,1,1,0,0,0.0,0,1.0,0.8
pipe-tvhrj,1,0,0,0,0.0,1,1.0,0.7
pipe-twkhq,1,1,0,0,0.0,0,1.0,0.7
pipe-twvlx,1,0,0,0,0.0,1,2.0,0.7
pipe-twwfo,1,0,0,0,0.0,1,2.0,0.7
pipe-txnem,1,0,0,0,0.0,1,2.0,0.7
pipe-tyifw,1,1,0,0,0.0,0,1.0,0.8
pipe-tyvgk,1,1,0,0,0.0,0,2.0,0.7
pipe-uamgi,1,0,0,0,0.0,1,2.0,0.6
pipe-uaykt,1,0,0,0,0.0,1,2.0,0.6
pipe-ubrhc,1,0,0,0,0.0,1,2.0,0.6
pipe-ubslj,1,0,0,0,0.0,1,2.0,0.7
pipe-ubtir,1,1,0,0,0.0,0,1.0,0.7
pipe-ucaqt,1,0,0,0,0.0,1,1.0,0.7
pipe-ucbhl,1,0,0,0,0.0,1,1.0,0.7
pipe-ucwas,1,0,0,0,0.0,1,1.0,0.7
pipe-udbkv,1,0,0,0,0.0,1,1.0,0.7
pipe-uenbh,1,0,0,0,0.0,1,1.0,0.8
pipe-uerzm,1,0,0,0,0.0,1,0.0,0.9
pipe-ueszi,1,1,0,0,0.0,0,0.0,0.9
pipe-ueuwt,1,0,0,0,0.0,1,1.0,0.8
pipe-uevff,1,0,0,0,0.0,1,1.0,0.8
pipe-ugbhe,1,0,0,0,0.0,1,1.0,0.8
pipe-uhmws,1,1,0,0,0.0,0,1.0,0.9
pipe-uirqw,1,0,0,0,0.0,1,2.0,0.8
pipe-ujoql,1,0,0,0,0.0,1,1.0,0.8
pipe-ujrok,1,0,0,0,0.0,1,1.0,0.8
pipe-ujzrh,1,0,0,0,0.0,1,1.0,0.8
pipe-ukrfd,1,0,0,0,0.0,1,1.0,0.8
pipe-ulklm,1,0,0,0,0.0,1,0.0,0.8
pipe-umgew,1,0,0,0,0.0,1,0.0,0.9
pipe-uoert,1,0,0,0,0.0,1,0.0,0.9
pipe-uoihp,1,0,0,0,0.0,1,0.0,0.9
pipe-uoldy,1,0,0,0,0.0,1,0.0,0.9
pipe-uongc,1,0,0,0,0.0,1,0.0,1.0
pipe-uoqyt,1,0,0,0,0.0,1,0.0,1.0
pipe-uosho,1,0,0,0,0.0,1,0.0,1.0
pipe-uqinf,1,0,0,0,0.0,1,0.0,1.0
pipe-uqmer,1,0,0,0,0.0,1,0.0,1.0
pipe-urepe,1,1,0,0,0.0,0,0.0,1.0
pipe-ureyw,1,1,0,0,0.0,0,1.0,0.9
pipe-urtjy,1,0,0,0,0.0,1,2.0,0.8
pipe-ushfb,1,0,0,0,0.0,1,2.0,0.8
pipe-utbem,1,0,0,0,0.0,1,2.0,0.8
pipe-utxvq,1,0,0,0,0.0,1,2.0,0.8
pipe-uwwkj,1,1,0,0,0.0,0,1.0,0.8
pipe-uxgdg,1,0,0,0,0.0,1,1.0,0.7
pipe-uzcwq,1,1,0,0,0.0,0,1.0,0.7
pipe-vabil,1,0,0,0,0.0,1,2.0,0.6
pipe-vacaa,1,1,0,0,0.0,0,2.0,0.6
pipe-vawec,1,0,0,0,0.0,1,3.0,0.6
pipe-vazqa,1,0,0,0,0.0,1,2.0,0.7
pipe-vbbls,1,0,0,0,0.0,1,2.0,0.7
pipe-vcsbx,1,0,0,0,0.0,1,1.0,0.7
pipe-vdpsk,1,0,0,0,0.0,1,1.0,0.7
pipe-vduvo,1,0,0,0,0.0,1,0.0,0.7
pipe-vfypn,1,1,0,0,0.0,0,0.0,0.8
pipe-vgmxj,1,1,0,0,0.0,0,1.0,0.7
pipe-viihu,1,0,0,0,0.0,1,2.0,0.7
pipe-vjhhl,1,1,0,0,0.0,0,2.0,0.7
pipe-vjyux,1,1,0,0,0.0,0,3.0,0.7
pipe-vkyvg,1,0,0,0,0.0,1,4.0,0.6
pipe-vltsq,1,1,0,0,0.0,0,3.0,0.6
pipe-vnwrh,1,0,0,0,0.0,1,3.0,0.5
pipe-vpvww,1,0,0,0,0.0,1,3.0,0.5
pipe-vqpsk,1,0,0,0,0.0,1,2.0,0.5
pipe-vrguf,1,0,0,0,0.0,1,1.0,0.5
pipe-vstuq,1,0,0,0,0.0,1,1.0,0.6
pipe-vsuxs,1,1,0,0,0.0,0,0.0,0.7
pipe-vtblv,1,0,0,0,0.0,1,1.0,0.6
pipe-vtyqs,1,0,0,0,0.0,1,1.0,0.7
pipe-vvqkw,1,0,0,0,0.0,1,1.0,0.8
pipe-vxzhp,1,0,0,0,0.0,1,1.0,0.8
pipe-wbicd,1,0,0,0,0.0,1,1.0,0.9
pipe-wccin,1,1,0,0,0.0,0,0.0,0.9
pipe-wdbdc,1,0,0,0,0.0,1,1.0,0.8
pipe-wdisl,1,1,0,0,0.0,0,1.0,0.8
pipe-wdrgk,1,0,0,0,0.0,1,2.0,0.7
pipe-wedkv,1,0,0,0,0.0,1,2.0,0.7
pipe-welkp,1,1,0,0,0.0,0,2.0,0.8
pipe-weypz,1,0,0,0,0.0,1,2.0,0.7
pipe-wfawl,1,0,0,0,0.0,1,2.0,0.7
pipe-wgmrr,1,0,0,0,0.0,1,1.0,0.7
pipe-whcxe,1,0,0,0,0.0,1,1.0,0.7
pipe-whrxa,1,1,0,0,0.0,0,1.0,0.7
pipe-wjfsi,1,1,0,0,0.0,0,1.0,0.7
pipe-wjnqk,1,0,0,0,0.0,1,2.0,0.6
pipe-wkevp,1,1,0,0,0.0,0,2.0,0.7
pipe-wkypi,1,0,0,0,0.0,1,3.0,0.6
pipe-wlamh,1,0,0,0,0.0,1,3.0,0.6
pipe-wlana,1,0,0,0,0.0,1,2.0,0.7
pipe-wlbef,1,0,0,0,0.0,1,1.0,0.7
pipe-wmbdt,1,0,0,0,0.0,1,1.0,0.7
pipe-wnaee,1,0,0,0,0.0,1,0.0,0.7
pipe-wnjaq,1,0,0,0,0.0,1,0.0,0.7
pipe-wozel,1,0,0,0,0.0,1,0.0,0.8
pipe-wpmcy,1,0,0,0,0.0,1,0.0,0.9
pipe-wppue,1,0,0,0,0.0,1,0.0,0.9
pipe-wpwyz,1,0,0,0,0.0,1,0.0,1.0
pipe-wuyzf,1,0,0,0,0.0,1,0.0,1.0
pipe-wvflc,1,1,0,0,0.0,0,0.0,1.0
pipe-wvrfv,1,0,0,0,0.0,1,1.0,0.9
pipe-wwcso,1,0,0,0,0.0,1,1.0,0.9
pipe-wwjcd,1,0,0,0,0.0,1,1.0,0.9
pipe-wwmke,1,0,0,0,0.0,1,1.0,0.9
pipe-wwzke,1,0,0,0,0.0,1,1.0,0.9
pipe-wxayp,1,0,0,0,0.0,1,0.0,0.9
pipe-wzayg,1,1,0,0,0.0,0,0.0,0.9
pipe-wzwca,1,0,0,0,0.0,1,1.0,0.8
pipe-xaceo,1,1,0,0,0.0,0,1.0,0.8
pipe-xbplr,1,0,0,0,0.0,1,2.0,0.7
pipe-xbpne,1,1,0,0,0.0,0,2.0,0.8
pipe-xdiib,1,0,0,0,0.0,1,3.0,0.7
pipe-xdqqq,1,0,0,0,0.0,1,2.0,0.7
pipe-xdtvz,1,0,0,0,0.0,1,2.0,0.7
pipe-xflhu,1,0,0,0,0.0,1,1.0,0.7
pipe-xgjhc,1,0,0,0,0.0,1,1.0,0.7
pipe-xherz,1,0,0,0,0.0,1,0.0,0.7
pipe-xhuhv,1,0,0,0,0.0,1,0.0,0.8
pipe-xiexg,1,1,0,0,0.0,0,0.0,0.8
pipe-xiqrt,1,1,0,0,0.0,0,1.0,0.8
pipe-xjllt,1,0,0,0,0.0,1,2.0,0.7
pipe-xkyez,1,0,0,0,0.0,1,2.0,0.8
pipe-xpgug,1,0,0,0,0.0,1,2.0,0.8
pipe-xpuzg,1,0,0,0,0.0,1,2.0,0.8
pipe-xqbzs,1,1,0,0,0.0,0,1.0,0.8
pipe-xqkox,1,0,0,0,0.0,1,1.0,0.7
pipe-xroba,1,0,0,0,0.0,1,1.0,0.7
pipe-xrurf,1,0,0,0,0.0,1,1.0,0.7
pipe-xsizo,1,0,0,0,0.0,1,1.0,0.7
pipe-xteyb,1,1,0,0,0.0,0,1.0,0.8
pipe-xuxhv,1,1,0,0,0.0,0,1.0,0.8
pipe-xvipd,1,0,0,0,0.0,1,2.0,0.7
pipe-xxapy,1,0,0,0,0.0,1,2.0,0.7
pipe-xxckm,1,1,0,0,0.0,0,2.0,0.7
pipe-xxmzc,1,1,0,0,0.0,0,3.0,0.6
pipe-xysln,1,0,0,0,0.0,1,3.0,0.6
pipe-xyxmg,1,0,0,0,0.0,1,2.0,0.6
pipe-xzvcm,1,0,0,0,0.0,1,2.0,0.6
pipe-yabfb,1,0,0,0,0.0,1,2.0,0.6
pipe-ybguf,1,0,0,0,0.0,1,1.0,0.6
pipe-ybrfs,1,0,0,0,0.0,1,0.0,0.7
pipe-ycykz,1,0,0,0,0.0,1,0.0,0.8
pipe-ydxpm,1,0,0,0,0.0,1,0.0,0.8
pipe-yeolz,1,1,0,0,0.0,0,0.0,0.8
pipe-yffmr,1,0,0,0,0.0,1,1.0,0.8
pipe-ygmmy,1,0,0,0,0.0,1,1.0,0.9
pipe-ygssv,1,0,0,0,0.0,1,1.0,0.9
pipe-yicpe,1,0,0,0,0.0,1,1.0,0.9
pipe-yicwc,1,1,0,0,0.0,0,1.0,0.9
pipe-yiolb,1,0,0,0,0.0,1,1.0,0.8
pipe-yjagc,1,0,0,0,0.0,1,1.0,0.8
pipe-yjiju,1,0,0,0,0.0,1,1.0,0.8
pipe-ykfjf,1,0,0,0,0.0,1,1.0,0.8
pipe-ymmrt,1,0,0,0,0.0,1,1.0,0.8
pipe-ymzmc,1,0,0,0,0.0,1,0.0,0.9
pipe-ynaeh,1,0,0,0,0.0,1,0.0,0.9
pipe-yoosq,1,0,0,0,0.0,1,0.0,0.9
pipe-ysfos,1,0,0,0,0.0,1,0.0,0.9
pipe-ysiuv,1,0,0,0,0.0,1,0.0,0.9
pipe-ysule,1,0,0,0,0.0,1,0.0,1.0
pipe-ytdyv,1,1,0,0,0.0,0,0.0,1.0
pipe-ytynx,1,0,0,0,0.0,1,1.0,0.9
pipe-yvmol,1,0,0,0,0.0,1,1.0,0.9
pipe-yxjbc,1,0,0,0,0.0,1,1.0,0.9
pipe-yyebz,1,0,0,0,0.0,1,1.0,0.9
pipe-yzard,1,0,0,0,0.0,1,1.0,0.9
pipe-zbbks,1,1,0,0,0.0,0,0.0,0.9
pipe-zbsjf,1,0,0,0,0.0,1,1.0,0.8
pipe-zbxmg,1,0,0,0,0.0,1,1.0,0.8
pipe-zbyis,1,1,0,0,0.0,0,1.0,0.8
pipe-zcluw,1,1,0,0,0.0,0,2.0,0.7
pipe-zenpw,1,0,0,0,0.0,1,3.0,0.7
pipe-zewcw,1,0,0,0,0.0,1,2.0,0.7
pipe-zfnbc,1,0,0,0,0.0,1,2.0,0.7
pipe-zgxib,1,0,0,0,0.0,1,2.0,0.7
pipe-zhfnj,1,0,0,0,0.0,1,1.0,0.7
pipe-zikot,1,0,0,0,0.0,1,0.0,0.7
pipe-ziktq,1,1,0,0,0.0,0,0.0,0.8
pipe-zjjzu,1,1,0,0,0.0,0,1.0,0.7
pipe-zjyzl,1,1,0,0,0.0,0,2.0,0.6
pipe-zlkrt,1,0,0,0,0.0,1,3.0,0.6
pipe-zlwfu,1,0,0,0,0.0,1,3.0,0.7
pipe-zmlfh,1,0,0,0,0.0,1,3.0,0.7
pipe-zmphe,1,0,0,0,0.0,1,2.0,0.7
pipe-znyao,1,0,0,0,0.0,1,1.0,0.7
pipe-zpisz,1,1,0,0,0.0,0,0.0,0.7
pipe-zplnz,1,1,0,0,0.0,0,1.0,0.6
pipe-zpsyu,1,0,0,0,0.0,1,2.0,0.5
pipe-zqrtq,1,0,0,0,0.0,1,2.0,0.6
pipe-zqvqw,1,1,0,0,0.0,0,2.0,0.7
pipe-zsliz,1,0,0,0,0.0,1,3.0,0.7
pipe-zssax,1,1,0,0,0.0,0,2.0,0.7
pipe-ztgbd,1,0,0,0,0.0,1,2.0,0.6
pipe-zthgz,1,0,0,0,0.0,1,2.0,0.6
pipe-ztvjv,1,0,0,0,0.0,1,2.0,0.6
pipe-zujsv,1,0,0,0,0.0,1,1.0,0.6
pipe-zulqj,1,0,0,0,0.0,1,1.0,0.7
pipe-zuuqr,1,0,0,0,0.0,1,0.0,0.8
pipe-zvkjb,1,0,0,0,0.0,1,0.0,0.8
